Invasive Cancer Incidence Rates by County in Texas
"All Sites, NH American Indian/Alaska Native, 2017"
County,Population at Risk,Cases,Crude Rate,Age-adjusted Rate,95% Confidence Interval-Lower Limit,95% Confidence Interval-Upper Limit
Fort Bend,1980,23,1161.6,1163.6,714.3,1794.5
Travis,3602,24,666.3,746.2,442.3,1175.0
Williamson,1961,  ~,  ~,  ~,  ~,  ~
Collin,4492,30,667.9,711.6,467.2,1036.7
Lubbock,1269,  ~,  ~,  ~,  ~,  ~
Denton,4309,24,557.0,632.8,393.1,963.4
Wichita,1133,  ~,  ~,  ~,  ~,  ~
Parker,1034,  ~,  ~,  ~,  ~,  ~
Bell,1814,  ~,  ~,  ~,  ~,  ~
Grayson,1986,  ~,  ~,  ~,  ~,  ~
Harris,11123,46,413.6,377.0,270.4,512.8
Dallas,9095,35,384.8,357.8,245.6,504.7
Tarrant,9111,31,340.2,282.6,188.1,411.2
Montgomery,2375,  ~,  ~,  ~,  ~,  ~
Bexar,5572,  ~,  ~,  ~,  ~,  ~
Galveston,1376,  ~,  ~,  ~,  ~,  ~
Brazoria,1447,  ~,  ~,  ~,  ~,  ~
El Paso,2582,  ~,  ~,  ~,  ~,  ~
STATE,104818,433,413.1,368.8, 333.4,407.0

"Note: All rates are per 100,000. Rates are age-adjusted to the 2000 U.S. Standard Population."
"Rates generated on Jun 15, 2023."
"Cancer Incidence File, Apr 2022."
