Invasive Cancer Incidence Rates by County in Texas
"Breast Male and Female, NH Black, 2015"
County,Population at Risk,Cases,Crude Rate,Age-adjusted Rate,95% Confidence Interval-Lower Limit,95% Confidence Interval-Upper Limit
Randall,4076,  ~,  ~,  ~,  ~,  ~
Tom Green,4804,  ~,  ~,  ~,  ~,  ~
De Witt,1822,  ~,  ~,  ~,  ~,  ~
Ector,7230,  ~,  ~,  ~,  ~,  ~
Medina,1136,  ~,  ~,  ~,  ~,  ~
Freestone,3135,  ~,  ~,  ~,  ~,  ~
Cameron,1625,  ~,  ~,  ~,  ~,  ~
Liberty,8259,  ~,  ~,  ~,  ~,  ~
Brazos,23378,16,68.4,107.4,60.0,175.1
Washington,6165,  ~,  ~,  ~,  ~,  ~
Trinity,1406,  ~,  ~,  ~,  ~,  ~
Brown,1483,  ~,  ~,  ~,  ~,  ~
Marion,2263,  ~,  ~,  ~,  ~,  ~
Harrison,14287,  ~,  ~,  ~,  ~,  ~
Lavaca,1273,  ~,  ~,  ~,  ~,  ~
Bastrop,6034,  ~,  ~,  ~,  ~,  ~
Titus,3184,  ~,  ~,  ~,  ~,  ~
Taylor,10440,  ~,  ~,  ~,  ~,  ~
Williamson,33219,23,69.2,88.8,50.5,143.8
Denton,75199,44,58.5,88.2,57.9,127.7
San Jacinto,2764,  ~,  ~,  ~,  ~,  ~
Burleson,2241,  ~,  ~,  ~,  ~,  ~
Matagorda,4032,  ~,  ~,  ~,  ~,  ~
Kaufman,12168,  ~,  ~,  ~,  ~,  ~
Guadalupe,11226,  ~,  ~,  ~,  ~,  ~
Bell,75584,44,58.2,84.3,59.0,116.2
Collin,88373,57,64.5,84.0,58.9,115.9
Polk,5105,  ~,  ~,  ~,  ~,  ~
Wharton,5493,  ~,  ~,  ~,  ~,  ~
McLennan,36050,27,74.9,80.7,52.2,119.0
Waller,12508,  ~,  ~,  ~,  ~,  ~
Dallas,584068,430,73.6,80.4,72.6,88.8
Rusk,9196,  ~,  ~,  ~,  ~,  ~
Ellis,15683,  ~,  ~,  ~,  ~,  ~
Smith,39673,28,70.6,78.0,51.1,113.5
Galveston,42368,32,75.5,75.5,51.1,107.4
Tarrant,322124,196,60.9,73.8,63.1,85.8
Falls,4167,  ~,  ~,  ~,  ~,  ~
Leon,1241,  ~,  ~,  ~,  ~,  ~
Harris,862136,521,60.4,68.8,62.8,75.3
Grimes,4376,  ~,  ~,  ~,  ~,  ~
Lamar,6733,  ~,  ~,  ~,  ~,  ~
Montgomery,24886,  ~,  ~,  ~,  ~,  ~
Rockwall,5565,  ~,  ~,  ~,  ~,  ~
Nueces,13455,  ~,  ~,  ~,  ~,  ~
Gregg,25607,  ~,  ~,  ~,  ~,  ~
Travis,99543,57,57.3,63.1,47.2,82.7
Grayson,7968,  ~,  ~,  ~,  ~,  ~
Coryell,13201,  ~,  ~,  ~,  ~,  ~
Brazoria,45994,26,56.5,61.3,38.3,93.0
Houston,5736,  ~,  ~,  ~,  ~,  ~
Wichita,14017,  ~,  ~,  ~,  ~,  ~
Bexar,141937,79,55.7,60.6,47.6,75.9
Cherokee,7431,  ~,  ~,  ~,  ~,  ~
Anderson,12403,  ~,  ~,  ~,  ~,  ~
Lubbock,22095,  ~,  ~,  ~,  ~,  ~
