Invasive Cancer Incidence Rates by County in Texas
"Breast Male and Female, 2019"
County,Population at Risk,Cases,Crude Rate,Age-adjusted Rate,95% Confidence Interval-Lower Limit,95% Confidence Interval-Upper Limit
Lipscomb,3214,  ~,  ~,  ~,  ~,  ~
Armstrong,1853,  ~,  ~,  ~,  ~,  ~
Somervell,9123,  ~,  ~,  ~,  ~,  ~
Marion,9848,18,182.8,124.2,69.5,210.7
Dickens,2185,  ~,  ~,  ~,  ~,  ~
Archer,8692,  ~,  ~,  ~,  ~,  ~
Coke,3316,  ~,  ~,  ~,  ~,  ~
Mills,4872,  ~,  ~,  ~,  ~,  ~
Polk,51254,70,136.6,108.6,82.1,141.1
Lynn,5956,  ~,  ~,  ~,  ~,  ~
Refugio,6824,  ~,  ~,  ~,  ~,  ~
San Saba,6009,  ~,  ~,  ~,  ~,  ~
Hardeman,3927,  ~,  ~,  ~,  ~,  ~
Edwards,1915,  ~,  ~,  ~,  ~,  ~
Cottle,1385,  ~,  ~,  ~,  ~,  ~
Jack,8945,  ~,  ~,  ~,  ~,  ~
Morris,12343,  ~,  ~,  ~,  ~,  ~
Cass,30002,36,120.0,88.3,60.5,125.5
Comanche,13629,  ~,  ~,  ~,  ~,  ~
Cooke,41074,47,114.4,88.0,63.2,119.7
Baylor,3525,  ~,  ~,  ~,  ~,  ~
Yoakum,8686,  ~,  ~,  ~,  ~,  ~
Glasscock,1430,  ~,  ~,  ~,  ~,  ~
Matagorda,36655,34,92.8,81.8,55.4,116.4
Llano,21810,30,137.6,81.6,49.4,129.6
San Patricio,66656,61,91.5,80.4,61.1,104.0
Palo Pinto,29114,32,109.9,79.7,53.0,116.1
Williamson,591823,485,82.0,79.7,72.7,87.2
Austin,30107,31,103.0,79.1,52.2,115.8
Dallam,7255,  ~,  ~,  ~,  ~,  ~
Trinity,14675,18,122.7,78.8,42.8,135.9
Lavaca,20156,23,114.1,78.4,47.9,122.9
Ochiltree,9815,  ~,  ~,  ~,  ~,  ~
Montague,19848,22,110.8,77.9,46.3,124.3
Stonewall,1336,  ~,  ~,  ~,  ~,  ~
Gregg,124098,105,84.6,77.4,62.9,94.3
Starr,64294,43,66.9,77.2,55.8,104.0
Hays,230400,169,73.3,76.9,65.4,89.8
Hopkins,37063,34,91.7,75.8,51.3,108.1
Nolan,14833,  ~,  ~,  ~,  ~,  ~
Hill,36536,37,101.3,75.5,52.1,106.5
Burleson,18425,20,108.5,75.2,44.2,121.6
Ellis,184765,153,82.8,75.1,63.4,88.4
Parker,143149,127,88.7,74.8,61.9,89.6
Foard,1156,  ~,  ~,  ~,  ~,  ~
Uvalde,26794,20,74.6,74.7,44.5,116.9
Robertson,17104,17,99.4,74.1,42.2,122.7
Bee,32618,25,76.6,73.7,47.5,109.5
Deaf Smith,18559,  ~,  ~,  ~,  ~,  ~
Gray,21849,19,87.0,72.8,43.1,115.8
Henderson,82822,86,103.8,72.7,57.0,91.7
Lamar,49781,48,96.4,72.5,52.9,97.7
Fort Bend,812737,607,74.7,72.4,66.6,78.6
Galveston,341541,284,83.2,71.8,63.5,81.0
Collin,1035072,755,72.9,71.2,66.1,76.5
Gillespie,26927,32,118.8,70.8,45.2,107.6
Guadalupe,166970,132,79.1,70.7,59.0,84.1
Martin,5743,  ~,  ~,  ~,  ~,  ~
Travis,1273567,831,65.2,70.3,65.4,75.4
Grimes,28940,24,82.9,70.2,43.7,107.2
Chambers,43726,33,75.5,69.9,47.7,99.0
Tarrant,2101282,1458,69.4,69.8,66.2,73.6
Anderson,57816,48,83.0,69.8,51.3,93.3
Smith,232916,195,83.7,69.8,60.0,80.7
De Witt,20105,17,84.6,69.7,39.2,115.1
Randall,137770,107,77.7,69.6,56.7,84.6
Live Oak,12236,  ~,  ~,  ~,  ~,  ~
Liberty,88453,64,72.3,69.4,53.1,89.3
Aransas,23364,26,111.3,69.4,41.4,110.7
Denton,888765,613,69.0,69.3,63.7,75.2
Dallas,2635603,1738,65.9,69.1,65.8,72.5
Washington,35626,35,98.2,69.1,46.8,99.3
Johnson,175997,135,76.7,68.5,57.2,81.4
Lee,17295,  ~,  ~,  ~,  ~,  ~
Wood,45621,54,118.4,68.0,49.4,92.5
Kaufman,136459,92,67.4,68.0,54.5,83.7
Lubbock,311087,202,64.9,67.7,58.5,77.9
Potter,116818,78,66.8,66.5,52.4,83.3
Comal,156435,134,85.7,66.2,55.0,79.2
Bastrop,88737,68,76.6,66.2,50.7,85.0
El Paso,837501,543,64.8,66.0,60.5,71.9
Montgomery,607583,435,71.6,65.8,59.6,72.5
Brazoria,374699,253,67.5,65.8,57.8,74.6
McLennan,257080,178,69.2,65.3,55.8,76.0
Bowie,93505,76,81.3,65.3,51.0,82.5
Upshur,41705,34,81.5,65.2,43.8,93.6
Tom Green,119429,88,73.7,65.2,51.7,81.0
Waller,55311,36,65.1,65.1,45.1,91.1
Calhoun,21237,  ~,  ~,  ~,  ~,  ~
Bexar,2002445,1287,64.3,64.9,61.4,68.6
Taylor,138141,86,62.3,64.2,50.8,80.0
Stephens,9364,  ~,  ~,  ~,  ~,  ~
Van Zandt,56744,53,93.4,64.1,47.4,85.4
Bailey,6859,  ~,  ~,  ~,  ~,  ~
Menard,2099,  ~,  ~,  ~,  ~,  ~
Harris,4709243,2863,60.8,63.6,61.2,66.0
Hansford,5380,  ~,  ~,  ~,  ~,  ~
Bell,363693,211,58.0,63.3,54.9,72.6
Nueces,362347,248,68.4,63.1,55.3,71.7
Fayette,25308,20,79.0,62.4,35.7,101.9
Walker,71700,45,62.8,62.0,45.0,83.5
Rockwall,104862,72,68.7,61.6,48.0,78.2
Blanco,11971,  ~,  ~,  ~,  ~,  ~
Real,3460,  ~,  ~,  ~,  ~,  ~
Coryell,76543,39,51.0,61.2,43.4,83.8
Wise,69877,50,71.5,61.0,44.9,81.2
Wharton,41671,31,74.4,61.0,40.7,88.2
Victoria,92021,63,68.5,60.8,46.2,78.7
Reagan,3842,  ~,  ~,  ~,  ~,  ~
Parmer,9555,  ~,  ~,  ~,  ~,  ~
Wilson,50950,38,74.6,59.9,41.8,83.7
Freestone,19753,17,86.1,59.5,34.1,98.7
Hamilton,8465,  ~,  ~,  ~,  ~,  ~
Sutton,3779,  ~,  ~,  ~,  ~,  ~
Erath,42536,25,58.8,59.1,37.7,88.4
Kerr,52422,47,89.7,59.0,41.4,82.1
Bosque,18594,16,86.0,58.9,30.9,103.8
Burnet,48280,41,84.9,58.9,40.6,83.2
