Invasive Cancer Incidence Rates by County in Texas
"All Sites, NH American Indian/Alaska Native, 2015"
County,Population at Risk,Cases,Crude Rate,Age-adjusted Rate,95% Confidence Interval-Lower Limit,95% Confidence Interval-Upper Limit
Fort Bend,1800,  ~,  ~,  ~,  ~,  ~
Grayson,1919,  ~,  ~,  ~,  ~,  ~
Collin,4287,21,489.9,531.4,316.5,837.4
Dallas,8921,45,504.4,489.1,351.6,663.1
Travis,3458,  ~,  ~,  ~,  ~,  ~
Lubbock,1231,  ~,  ~,  ~,  ~,  ~
Williamson,1876,  ~,  ~,  ~,  ~,  ~
Denton,4042,  ~,  ~,  ~,  ~,  ~
Wichita,1123,  ~,  ~,  ~,  ~,  ~
Harris,11159,41,367.4,345.5,241.1,480.9
Parker,1018,  ~,  ~,  ~,  ~,  ~
Tarrant,8918,27,302.8,324.4,207.7,482.1
Montgomery,2248,  ~,  ~,  ~,  ~,  ~
Brazoria,1338,  ~,  ~,  ~,  ~,  ~
Bexar,5420,  ~,  ~,  ~,  ~,  ~
Bell,1866,  ~,  ~,  ~,  ~,  ~
Galveston,1309,  ~,  ~,  ~,  ~,  ~
El Paso,2640,  ~,  ~,  ~,  ~,  ~
Nueces,1040,  ~,  ~,  ~,  ~,  ~
STATE,101772,367,360.6,346.0, 310.0,385.1

"Note: All rates are per 100,000. Rates are age-adjusted to the 2000 U.S. Standard Population."
"Rates generated on Jun 15, 2023."
"Cancer Incidence File, Apr 2022."
