Invasive Cancer Incidence Rates by County in Texas
"Breast Male and Female, NH Asian/PI, 2017"
County,Population at Risk,Cases,Crude Rate,Age-adjusted Rate,95% Confidence Interval-Lower Limit,95% Confidence Interval-Upper Limit
Taylor,3365,  ~,  ~,  ~,  ~,  ~
Guadalupe,3547,  ~,  ~,  ~,  ~,  ~
Ellis,1684,  ~,  ~,  ~,  ~,  ~
Navarro,1028,  ~,  ~,  ~,  ~,  ~
Johnson,2292,  ~,  ~,  ~,  ~,  ~
Kaufman,1713,  ~,  ~,  ~,  ~,  ~
Victoria,1308,  ~,  ~,  ~,  ~,  ~
McLennan,4673,  ~,  ~,  ~,  ~,  ~
Montgomery,18824,  ~,  ~,  ~,  ~,  ~
Galveston,12199,  ~,  ~,  ~,  ~,  ~
Dallas,176432,78,44.2,48.1,37.8,60.5
Denton,79302,34,42.9,47.4,32.0,67.9
Harris,347917,169,48.6,46.2,39.4,53.8
Ector,2051,  ~,  ~,  ~,  ~,  ~
Fort Bend,160919,75,46.6,45.6,35.5,57.8
Smith,3958,  ~,  ~,  ~,  ~,  ~
Collin,155301,62,39.9,44.4,33.4,57.9
Brazos,14741,  ~,  ~,  ~,  ~,  ~
Jefferson,10327,  ~,  ~,  ~,  ~,  ~
Travis,90222,31,34.4,40.9,27.1,59.4
Tarrant,123857,49,39.6,39.1,28.7,52.2
Bell,14421,  ~,  ~,  ~,  ~,  ~
Randall,2462,  ~,  ~,  ~,  ~,  ~
Cameron,3011,  ~,  ~,  ~,  ~,  ~
Coryell,2399,  ~,  ~,  ~,  ~,  ~
Hays,3939,  ~,  ~,  ~,  ~,  ~
Bexar,63960,17,26.6,28.0,16.1,45.4
Brazoria,25378,  ~,  ~,  ~,  ~,  ~
El Paso,11837,  ~,  ~,  ~,  ~,  ~
Rockwall,3240,  ~,  ~,  ~,  ~,  ~
Williamson,41600,  ~,  ~,  ~,  ~,  ~
Potter,6666,  ~,  ~,  ~,  ~,  ~
Lubbock,7684,  ~,  ~,  ~,  ~,  ~
Hidalgo,8373,  ~,  ~,  ~,  ~,  ~
Nueces,8087,  ~,  ~,  ~,  ~,  ~
Tom Green,1779,0, 0.0, 0.0, 0.0, 0.0
Wichita,3131,0, 0.0, 0.0, 0.0, 0.0
Webb,1459,0, 0.0, 0.0, 0.0, 0.0
Bowie,1313,0, 0.0, 0.0, 0.0, 0.0
Gregg,1873,0, 0.0, 0.0, 0.0, 0.0
Hunt,1615,0, 0.0, 0.0, 0.0, 0.0
Calhoun,1167,0, 0.0, 0.0, 0.0, 0.0
Grayson,2101,0, 0.0, 0.0, 0.0, 0.0
Comal,1939,0, 0.0, 0.0, 0.0, 0.0
Midland,3559,0, 0.0, 0.0, 0.0, 0.0
Moore,1457,0, 0.0, 0.0, 0.0, 0.0
Orange,1079,0, 0.0, 0.0, 0.0, 0.0
Parker,1091,0, 0.0, 0.0, 0.0, 0.0
STATE,1475453,607,41.1,42.7, 39.3,46.3

"Note: All rates are per 100,000. Rates are age-adjusted to the 2000 U.S. Standard Population."
"Rates generated on Jun 13, 2023."
"Cancer Incidence File, Apr 2022."
