Invasive Cancer Incidence Rates by County in Texas
"Breast Male and Female, NH Black, 2016"
County,Population at Risk,Cases,Crude Rate,Age-adjusted Rate,95% Confidence Interval-Lower Limit,95% Confidence Interval-Upper Limit
Wood,2385,  ~,  ~,  ~,  ~,  ~
Hale,1771,  ~,  ~,  ~,  ~,  ~
Lavaca,1251,  ~,  ~,  ~,  ~,  ~
Wilbarger,1013,  ~,  ~,  ~,  ~,  ~
Hill,2376,  ~,  ~,  ~,  ~,  ~
Gray,1195,  ~,  ~,  ~,  ~,  ~
Grayson,8173,  ~,  ~,  ~,  ~,  ~
Chambers,3268,  ~,  ~,  ~,  ~,  ~
Marion,2255,  ~,  ~,  ~,  ~,  ~
Caldwell,2568,  ~,  ~,  ~,  ~,  ~
Camp,2174,  ~,  ~,  ~,  ~,  ~
Shelby,4439,  ~,  ~,  ~,  ~,  ~
Jasper,5921,  ~,  ~,  ~,  ~,  ~
Washington,6072,  ~,  ~,  ~,  ~,  ~
Williamson,35392,26,73.5,103.3,61.2,161.5
Ector,7194,  ~,  ~,  ~,  ~,  ~
Gonzales,1324,  ~,  ~,  ~,  ~,  ~
Cooke,1406,  ~,  ~,  ~,  ~,  ~
Bastrop,6055,  ~,  ~,  ~,  ~,  ~
Cass,5190,  ~,  ~,  ~,  ~,  ~
Hunt,7595,  ~,  ~,  ~,  ~,  ~
Smith,40180,36,89.6,94.6,65.5,132.1
Austin,2697,  ~,  ~,  ~,  ~,  ~
Navarro,6455,  ~,  ~,  ~,  ~,  ~
Harrison,14226,  ~,  ~,  ~,  ~,  ~
Gregg,25689,20,77.8,89.3,53.3,139.5
Wharton,5511,  ~,  ~,  ~,  ~,  ~
Galveston,43225,39,90.2,88.3,61.9,122.1
Kaufman,12996,  ~,  ~,  ~,  ~,  ~
Ellis,16829,  ~,  ~,  ~,  ~,  ~
Orange,7461,  ~,  ~,  ~,  ~,  ~
Brazos,23865,  ~,  ~,  ~,  ~,  ~
Milam,2300,  ~,  ~,  ~,  ~,  ~
